,movie_id,title,release_date,video_release_date,imdb_url,genre_unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,genre,all_genres,rating count,rating mean
13,13,"Postino, Il (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994,Drama,Drama-Romance,183,3.9672131147540983
14,14,Mr. Holland's Opus (1995),29-Jan-1996,,http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,Drama,Drama,293,3.7781569965870307
15,15,French Twist (Gazon maudit) (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,Romance,Comedy-Romance,39,3.2051282051282053
16,16,From Dusk Till Dawn (1996),05-Feb-1996,,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1996,Comedy,Action-Comedy-Crime-Horror-Thriller,92,3.119565217391304
17,17,"White Balloon, The (1995)",01-Jan-1995,,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Drama,Drama,10,2.8
18,18,Antonia's Line (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Antonia%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Drama,Drama,69,3.9565217391304346
19,19,Angels and Insects (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,Romance,Drama-Romance,72,3.4166666666666665
20,20,Muppet Treasure Island (1996),16-Feb-1996,,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1996,Comedy,Action-Adventure-Comedy-Musical-Thriller,84,2.761904761904762
21,21,Braveheart (1995),16-Feb-1996,,http://us.imdb.com/M/title-exact?Braveheart%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1996,Drama,Action-Drama-War,297,4.151515151515151
22,22,Taxi Driver (1976),16-Feb-1996,,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,Drama,Drama-Thriller,182,4.1208791208791204
23,23,Rumble in the Bronx (1995),23-Feb-1996,,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,Adventure,Action-Adventure-Crime,174,3.4482758620689653
24,24,"Birdcage, The (1996)",08-Mar-1996,,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Comedy,Comedy,293,3.4436860068259385
25,25,"Brothers McMullen, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Comedy,Comedy,73,3.452054794520548
26,26,Bad Boys (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Action,Action,57,3.1052631578947367
27,27,Apollo 13 (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995,Thriller,Action-Drama-Thriller,276,3.931159420289855
28,28,Batman Forever (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,Comedy,Action-Adventure-Comedy-Crime,114,2.6666666666666665
29,29,Belle de jour (1967),01-Jan-1967,,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1967,Drama,Drama,37,3.945945945945946
30,30,Crimson Tide (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1995,War,Drama-Thriller-War,154,3.6298701298701297
31,31,Crumb (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Crumb%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,Documentary,Documentary,81,3.7901234567901234
32,32,Desperado (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Desperado%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1995,Thriller,Action-Romance-Thriller,97,3.4536082474226806
33,33,"Doom Generation, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Comedy,Comedy-Drama,7,2.7142857142857144
34,34,Free Willy 2: The Adventure Home (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,Children,Adventure-Children-Drama,11,2.1818181818181817
35,35,Mad Love (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Mad%20Love%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,Drama,Drama-Romance,13,2.1538461538461537
36,36,Nadja (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Nadja%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,8,2.25
37,37,"Net, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,Sci-Fi,Sci-Fi-Thriller,120,3.0083333333333333
38,38,Strange Days (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Strange%20Days%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1995,Action,Action-Crime-Sci-Fi,87,3.264367816091954
39,39,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Comedy,Comedy,57,2.8947368421052633
40,40,Billy Madison (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Comedy,Comedy,37,3.081081081081081
41,41,Clerks (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Clerks%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,Comedy,Comedy,148,3.804054054054054
42,42,Disclosure (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Disclosure%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994,Thriller,Drama-Thriller,40,3.0
43,43,Dolores Claiborne (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994,Drama,Drama-Thriller,79,3.3417721518987342
44,44,Eat Drink Man Woman (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Comedy,Comedy-Drama,80,4.05
45,45,Exotica (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Exotica%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,27,3.5555555555555554
46,46,Ed Wood (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Comedy,Comedy-Drama,133,3.601503759398496
47,47,Hoop Dreams (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,Documentary,Documentary,117,4.094017094017094
48,48,I.Q. (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?I.Q.%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,Romance,Comedy-Romance,81,3.3209876543209877
49,49,Star Wars (1977),01-Jan-1977,,http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1977,Action,Action-Adventure-Romance-Sci-Fi-War,583,4.3584905660377355
50,50,Legends of the Fall (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1994,Drama,Drama-Romance-War-Western,81,3.45679012345679
51,51,"Madness of King George, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,91,3.769230769230769
52,52,Natural Born Killers (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,Action,Action-Thriller,128,2.953125
53,53,Outbreak (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Outbreak%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995,Drama,Action-Drama-Thriller,104,3.2403846153846154
54,54,"Professional, The (1994)",01-Jan-1994,,http://us.imdb.com/Title?L%E9on+(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1994,Drama,Crime-Drama-Romance-Thriller,149,3.704697986577181
55,55,Pulp Fiction (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Crime-Drama,394,4.060913705583756
56,56,Priest (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Priest%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,40,4.0
57,57,Quiz Show (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,175,3.645714285714286
58,58,Three Colors: Red (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,83,4.0602409638554215
59,59,Three Colors: Blue (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,Drama,Drama,64,4.015625
60,60,Three Colors: White (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,59,3.864406779661017
61,61,Stargate (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Stargate%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,Adventure,Action-Adventure-Sci-Fi,127,3.141732283464567
62,62,"Santa Clause, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,Children,Children-Comedy,82,3.097560975609756
63,63,"Shawshank Redemption, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,Drama,Drama,283,4.445229681978798
64,64,What's Eating Gilbert Grape (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,Comedy,Comedy-Drama,115,3.5391304347826087
65,65,While You Were Sleeping (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,Comedy,Comedy-Romance,162,3.549382716049383
66,66,Ace Ventura: Pet Detective (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,Comedy,Comedy,103,3.0485436893203883
67,67,"Crow, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1994,Action,Action-Romance-Thriller,134,3.417910447761194
68,68,Forrest Gump (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1994,Comedy,Comedy-Romance-War,321,3.853582554517134
69,69,Four Weddings and a Funeral (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,Comedy,Comedy-Romance,251,3.6613545816733066
70,70,"Lion King, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994,Musical,Animation-Children-Musical,220,3.7818181818181817
71,71,"Mask, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1994,Crime,Comedy-Crime-Fantasy,129,3.193798449612403
72,72,Maverick (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Maverick%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,Action,Action-Comedy-Western,128,3.46875
73,73,Faster Pussycat! Kill! Kill! (1965),01-Jan-1965,,http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1965,Comedy,Action-Comedy-Drama,7,3.0
74,74,Brother Minister: The Assassination of Malcolm X (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,Documentary,Documentary,5,3.0
75,75,Carlito's Way (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1993,Drama,Crime-Drama,54,3.4074074074074074
76,76,"Firm, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1993,Thriller,Drama-Thriller,151,3.2781456953642385
77,77,Free Willy (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Free%20Willy%20(1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,Children,Adventure-Children-Drama,33,2.4545454545454546
78,78,"Fugitive, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,Thriller,Action-Thriller,336,4.044642857142857
79,79,Hot Shots! Part Deux (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1993,Comedy,Action-Comedy-War,68,2.764705882352941
80,80,"Hudsucker Proxy, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,Romance,Comedy-Romance,110,3.5545454545454547
81,81,Jurassic Park (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,Sci-Fi,Action-Adventure-Sci-Fi,261,3.7203065134099615
82,82,Much Ado About Nothing (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,Romance,Comedy-Romance,176,4.0625
83,83,Robert A. Heinlein's The Puppet Masters (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1994,Horror,Horror-Sci-Fi,18,3.0
84,84,"Ref, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,Comedy,Comedy,58,3.0344827586206895
85,85,"Remains of the Day, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,Drama,Drama,150,3.94
86,86,Searching for Bobby Fischer (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,Drama,Drama,138,3.9057971014492754
87,87,Sleepless in Seattle (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,Romance,Comedy-Romance,213,3.539906103286385
88,88,Blade Runner (1982),01-Jan-1982,,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1982,Sci-Fi,Film-Noir-Sci-Fi,275,4.138181818181818
89,89,So I Married an Axe Murderer (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1993,Thriller,Comedy-Romance-Thriller,95,3.0526315789473686
90,90,"Nightmare Before Christmas, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1993,Musical,Children-Comedy-Musical,143,3.5874125874125875
91,91,True Romance (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?True%20Romance%20(1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993,Crime,Action-Crime-Romance,104,3.6153846153846154
92,92,Welcome to the Dollhouse (1995),24-May-1996,,http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,Drama,Comedy-Drama,112,3.7232142857142856
93,93,Home Alone (1990),01-Jan-1990,,http://us.imdb.com/M/title-exact?Home%20Alone%20(1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,Children,Children-Comedy,137,3.0875912408759123
94,94,Aladdin (1992),01-Jan-1992,,http://us.imdb.com/M/title-exact?Aladdin%20(1992),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,Musical,Animation-Children-Comedy-Musical,219,3.8127853881278537
95,95,Terminator 2: Judgment Day (1991),01-Jan-1991,,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1991,Thriller,Action-Sci-Fi-Thriller,295,4.0067796610169495
96,96,Dances with Wolves (1990),01-Jan-1990,,http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1990,Western,Adventure-Drama-Western,256,3.79296875
97,97,"Silence of the Lambs, The (1991)",01-Jan-1991,,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1991,Thriller,Drama-Thriller,390,4.28974358974359
98,98,Snow White and the Seven Dwarfs (1937),01-Jan-1937,,http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1937,Children,Animation-Children-Musical,172,3.7093023255813953
99,99,Fargo (1996),14-Feb-1997,,http://us.imdb.com/M/title-exact?Fargo%20(1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1997,Crime,Crime-Drama-Thriller,508,4.155511811023622
100,100,Heavy Metal (1981),08-Mar-1981,,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1981,Sci-Fi,Action-Adventure-Animation-Horror-Sci-Fi,73,3.26027397260274
101,101,"Aristocats, The (1970)",01-Jan-1970,,"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,Animation,Animation-Children,54,3.1296296296296298
102,102,All Dogs Go to Heaven 2 (1996),29-Mar-1996,,http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,Musical,Animation-Children-Musical,15,1.8666666666666667
103,103,Theodore Rex (1995),29-Mar-1996,,http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Comedy,Comedy,5,1.4
104,104,Sgt. Bilko (1996),29-Mar-1996,,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Comedy,Comedy,74,2.5675675675675675
105,105,Diabolique (1996),01-Jan-1996,,http://us.imdb.com/M/title-exact?Diabolique%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,Thriller,Drama-Thriller,71,2.887323943661972
106,106,Moll Flanders (1996),14-Jun-1996,,http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,Drama,Drama,42,3.5
107,107,Kids in the Hall: Brain Candy (1996),12-Apr-1996,,http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Comedy,Comedy,65,3.076923076923077
